"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 31 01:03:08 GMT 2024","Sat Aug 31 01:03:08 GMT 2024","170","","POST - Validar endpoint produtos","","","","Validar criação de produtos com sucesso",""
"passed","Sat Aug 31 01:03:08 GMT 2024","Sat Aug 31 01:03:08 GMT 2024","177","","POST - Validar endpoint produtos","","","","Validar schema response",""
