"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 21:42:04 GMT 2024","Tue Sep 10 21:42:04 GMT 2024","159","POST - Validar endpoint produtos","","","","","Validar schema response",""
"passed","Tue Sep 10 21:42:04 GMT 2024","Tue Sep 10 21:42:04 GMT 2024","307","POST - Validar endpoint produtos","","","","","Validar criação de produtos com sucesso",""
