"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 20 19:39:59 GMT 2024","Fri Sep 20 19:40:00 GMT 2024","534","POST - Validar endpoint produtos","","","","","Validar criação de produtos com sucesso",""
"skipped","Fri Sep 20 19:40:00 GMT 2024","Fri Sep 20 19:40:00 GMT 2024","92","POST - Validar endpoint produtos","","","","","Validar schema response",""
