"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 10 20:46:37 GMT 2024","Tue Sep 10 20:46:38 GMT 2024","262","POST - Validar endpoint produtos","","","","","Validar criação de produtos com sucesso",""
"passed","Tue Sep 10 20:46:38 GMT 2024","Tue Sep 10 20:46:38 GMT 2024","130","POST - Validar endpoint produtos","","","","","Validar schema response",""
